,Car_name,Making Year,Fuel_Type,Kms,Engine,No. of owners,Transmission,Price
688,Volkswagen Passat 1.8 TSI MT,2010,Petrol,"65,329 kms",1798 CC,First Owner,Manual,5.25 Lakh*
689,Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,2018,Diesel,"46,000 kms",2198 CC,First Owner,Automatic,25 Lakh*
690,Honda New Accord 2008-2011 2.4 MT,2008,Petrol,"85,341 kms",2354 CC,Second Owner,Manual,3 Lakh*
691,Nissan Sunny Diesel XL,2014,Diesel,"73,000 kms",1461 CC,Second Owner,Manual,3.45 Lakh*
692,Hyundai Verna CRDi 1.6 SX,2017,Diesel,"54,000 kms",1582 CC,First Owner,Manual,7 Lakh*
693,Audi A3 35 TDI Premium Plus,2019,Diesel,"13,500 kms",1968 CC,Second Owner,Automatic,24.5 Lakh*
694,Maruti Swift ZDi,2012,Diesel,"68,000 kms",1248 CC,First Owner,Manual,3.9 Lakh*
695,Ford Endeavour Titanium 4X2,2019,Diesel,"30,000 kms",2198 CC,First Owner,Manual,29.5 Lakh*
696,Renault Duster 110PS Diesel RxL,2014,Diesel,"89,000 kms",1461 CC,First Owner,Manual,5.25 Lakh*
697,Nissan Sunny Diesel XL,2014,Diesel,"73,000 kms",1461 CC,Second Owner,Manual,3.45 Lakh*
698,Hyundai Verna CRDi 1.6 SX,2017,Diesel,"54,000 kms",1582 CC,First Owner,Manual,7 Lakh*
699,Audi A3 35 TDI Premium Plus,2019,Diesel,"13,500 kms",1968 CC,Second Owner,Automatic,24.5 Lakh*
700,Maruti Swift ZDi,2012,Diesel,"68,000 kms",1248 CC,First Owner,Manual,3.9 Lakh*
701,Ford Endeavour Titanium 4X2,2019,Diesel,"30,000 kms",2198 CC,First Owner,Manual,29.5 Lakh*
702,Renault Duster 110PS Diesel RxL,2014,Diesel,"89,000 kms",1461 CC,First Owner,Manual,5.25 Lakh*
703,Maruti Wagon R VXI AMT,2018,Petrol,"23,000 kms",998 CC,First Owner,Automatic,5.15 Lakh*
704,Hyundai Creta 1.4 E Plus,2018,Diesel,"57,000 kms",1396 CC,First Owner,Manual,9.75 Lakh*
705,Maruti Swift VDI,2015,Diesel,"82,486 kms",1248 CC,First Owner,Manual,4.9 Lakh*
706,Maruti Baleno Alpha,2018,Petrol,"28,000 kms",1197 CC,First Owner,Manual,7 Lakh*
707,Kia Seltos HTX Plus AT D,2019,Diesel,"35,000 kms",1493 CC,First Owner,Automatic,15.75 Lakh*
708,Honda Amaze EX i-Dtech,2013,Diesel,"64,000 kms",1498 CC,First Owner,Manual,3.89 Lakh*
709,Audi A4 35 TDI Premium Plus,2018,Diesel,"14,667 kms",1968 CC,First Owner,Automatic,32 Lakh*
710,Hyundai Creta 1.6 CRDi SX Option,2016,Diesel,"73,000 kms",1582 CC,First Owner,Manual,9.75 Lakh*
711,Datsun RediGO AMT 1.0 T Option,2018,Petrol,"11,000 kms",999 CC,First Owner,Automatic,4.25 Lakh*
712,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,Diesel,"74,000 kms",1498 CC,First Owner,Manual,7.25 Lakh*
713,Mercedes-Benz C-Class C 200 CGI Elegance,2010,Petrol,"85,000 kms",1796 CC,First Owner,Automatic,8.5 Lakh*
714,Ford Endeavour 2.5L 4X2 MT,2015,Diesel,"27,000 kms",2499 CC,Second Owner,Manual,8.5 Lakh*
715,Honda Jazz VX CVT,2018,Petrol,"28,000 kms",1199 CC,First Owner,Automatic,8.25 Lakh*
716,Maruti Wagon R LXI Minor,2009,Petrol,"58,000 kms",1061 CC,Second Owner,Manual,1.8 Lakh*
717,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,Diesel,"50,000 kms",1498 CC,First Owner,Manual,8.25 Lakh*
718,Honda City i VTEC CVT VX,2016,Petrol,"64,000 kms",1497 CC,First Owner,Automatic,8.4 Lakh*
719,Maruti Wagon R LXI,2008,Petrol,"68,000 kms",998 CC,Second Owner,Manual,1.9 Lakh*
720,Hyundai Creta SX Opt Diesel,2020,Diesel,"6,700 kms",1493 CC,First Owner,Manual,16.9 Lakh*
721,Hyundai Creta 1.6 SX Option,2017,Petrol,"50,000 kms",1591 CC,First Owner,Manual,10.51 Lakh*
722,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,Diesel,"72,000 kms",2494 CC,First Owner,Manual,5.25 Lakh*
723,Hyundai Verna 1.6 SX CRDi (O),2015,Diesel,"64,000 kms",1582 CC,First Owner,Manual,6.49 Lakh*
724,BMW 3 Series 320d,2012,Diesel,"68,000 kms",1995 CC,First Owner,Automatic,14.91 Lakh*
725,Maruti Ciaz Alpha Diesel,2017,Diesel,"71,000 kms",1248 CC,First Owner,Manual,7.25 Lakh*
726,Tata Harrier XZA Plus AT,2020,Diesel,"11,000 kms",1956 CC,First Owner,Automatic,19.9 Lakh*
727,Maruti Swift Dzire ZDi,2010,Diesel,"65,000 kms",1248 CC,First Owner,Manual,3.39 Lakh*
728,Toyota Etios Liva GD,2013,Diesel,"38,000 kms",1364 CC,First Owner,Manual,4.25 Lakh*
729,Mercedes-Benz E-Class Exclusive E 220 d BSIV,2019,Diesel,"30,486 kms",1950 CC,First Owner,Automatic,48 Lakh*
730,Hyundai Grand i10 CRDi Asta Option,2014,Diesel,"76,900 kms",1120 CC,First Owner,Manual,4.5 Lakh*
731,Maruti Eeco 5 Seater AC BSIV,2017,Petrol,"87,000 kms",1196 CC,First Owner,Manual,4.15 Lakh*
732,Hyundai i10 Sportz 1.2,2009,Petrol,"65,000 kms",1197 CC,First Owner,Manual,2.25 Lakh*
733,Honda City i DTec V,2017,Diesel,"47,638 kms",1498 CC,First Owner,Manual,8.5 Lakh*
734,Hyundai Creta 1.6 CRDi AT SX Plus,2015,Diesel,"95,106 kms",1582 CC,First Owner,Automatic,9 Lakh*
735,Honda BRV i-DTEC S MT,2017,Diesel,"54,000 kms",1498 CC,First Owner,Manual,7.9 Lakh*
736,Audi Q3 35 TDI Quattro Premium,2014,Diesel,"71,003 kms",1968 CC,First Owner,Automatic,16.5 Lakh*
737,Honda Amaze SX i-DTEC,2015,Diesel,"62,000 kms",1498 CC,First Owner,Manual,3.6 Lakh*
738,Honda Amaze 2016-2021 VX CVT Petrol BSIV,2017,Petrol,"69,000 kms",1199 CC,First Owner,Automatic,6.51 Lakh*
739,Maruti Ertiga SHVS VDI,2016,Diesel,"42,000 kms",1248 CC,First Owner,Manual,7.25 Lakh*
740,Maruti SX4 S Cross DDiS 200 Delta,2016,Diesel,"68,000 kms",1248 CC,First Owner,Manual,5.95 Lakh*
741,Honda Amaze S i-Dtech,2013,Diesel,"69,000 kms",1498 CC,Second Owner,Manual,3.39 Lakh*
742,Mahindra Bolero 2011-2019 SLE,2016,Diesel,"68,000 kms",2523 CC,Second Owner,Manual,5.51 Lakh*
743,Mahindra Scorpio S2 9 Seater,2014,Diesel,"59,000 kms",2523 CC,Second Owner,Manual,6.49 Lakh*
744,Honda City i-VTEC CVT V,2019,Petrol,"13,300 kms",1497 CC,First Owner,Automatic,12 Lakh*
745,Skoda Octavia 1.8 TSI AT L K,2018,Petrol,"21,000 kms",1798 CC,First Owner,Automatic,19.75 Lakh*
746,Honda Jazz VX CVT,2019,Petrol,"11,542 kms",1199 CC,First Owner,Automatic,8.25 Lakh*
747,Maruti Swift Ldi BSIV,2009,Diesel,"68,000 kms",1248 CC,Second Owner,Manual,2.39 Lakh*
748,Maruti Wagon R LXI,2010,Petrol,"21,000 kms",998 CC,First Owner,Manual,2.79 Lakh*
749,Jaguar XF 3.0 Litre S Premium Luxury,2013,Diesel,"75,000 kms",2993 CC,First Owner,Automatic,18.11 Lakh*
750,Toyota Innova 2.5 G (Diesel) 7 Seater,2011,Diesel,"83,000 kms",2494 CC,First Owner,Manual,5.69 Lakh*
751,Ford Fiesta Classic 1.4 SXI Duratorq,2010,Diesel,"72,000 kms",1399 CC,Second Owner,Manual,1.8 Lakh*
752,Maruti Swift AMT VDI,2018,Diesel,"37,383 kms",1248 CC,First Owner,Automatic,5.9 Lakh*
753,Volkswagen Jetta 2.0 TDI Trendline,2011,Diesel,"69,000 kms",1896 CC,First Owner,Manual,2.94 Lakh*
754,Mahindra KUV 100 mFALCON D75 K6,2016,Diesel,"55,663 kms",1198 CC,First Owner,Manual,2.79 Lakh*
755,Tata Tiago Wizz 1.2 Revotron,2017,Petrol,"59,000 kms",1199 CC,First Owner,Manual,4.74 Lakh*
756,Honda Jazz 1.2 SV i VTEC,2017,Petrol,"26,000 kms",1199 CC,First Owner,Manual,5.5 Lakh*
757,Volkswagen Polo Petrol Trendline 1.2L,2011,Petrol,"47,000 kms",1198 CC,First Owner,Manual,3.15 Lakh*
758,Maruti Swift Dzire VDI,2015,Diesel,"48,570 kms",1248 CC,First Owner,Manual,4.86 Lakh*
759,Maruti Ciaz Zeta 1.5,2017,Diesel,"82,000 kms",1498 CC,First Owner,Manual,6.95 Lakh*
760,BMW 3 Series 320d Luxury Line,2013,Diesel,"93,000 kms",1995 CC,First Owner,Automatic,14.93 Lakh*
761,Toyota Etios GD,2013,Diesel,"68,000 kms",1364 CC,First Owner,Manual,3.9 Lakh*
762,Toyota Fortuner 2016-2021 2.8 4WD AT,2017,Diesel,"74,035 kms",2755 CC,First Owner,Automatic,27.49 Lakh*
763,Hyundai Creta 1.6 CRDi AT SX Plus,2018,Diesel,"64,000 kms",1582 CC,First Owner,Automatic,11.5 Lakh*
764,Mahindra Bolero 2011-2019 DI BSIII,2018,Diesel,"7,40,00 kms",2523 CC,First Owner,Manual,5.65 Lakh*
765,Toyota Etios VD,2013,Diesel,"64,000 kms",1364 CC,First Owner,Manual,3.75 Lakh*
766,Hyundai i20 Active 1.4 S,2015,Diesel,"48,250 kms",1396 CC,First Owner,Manual,6.4 Lakh*
767,Ford Aspire 1.5 TDCi Titanium,2017,Diesel,"68,001 kms",1498 CC,First Owner,Manual,6 Lakh*
768,Honda City i DTec SV,2014,Diesel,"51,000 kms",1498 CC,First Owner,Manual,5.51 Lakh*
769,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,Diesel,"52,000 kms",1498 CC,First Owner,Manual,5.8 Lakh*
770,Mahindra XUV500 W10 2WD,2015,Diesel,"89,000 kms",2179 CC,First Owner,Manual,8.91 Lakh*
771,Audi Q7 2006-2020 45 TDI Quattro Premium Plus,2016,Diesel,"27,000 kms",2967 CC,First Owner,Automatic,52 Lakh*
772,Audi Q7 2006-2020 45 TDI Quattro Technology,2017,Diesel,"22,000 kms",2967 CC,First Owner,Automatic,58 Lakh*
773,Maruti Ciaz Alpha BSIV,2018,Petrol,"51,000 kms",1462 CC,First Owner,Manual,8.5 Lakh*
774,Maruti SX4 S Cross DDiS 320 Delta,2015,Diesel,"60,428 kms",1598 CC,First Owner,Manual,6.5 Lakh*
775,Maruti Swift Dzire VXI 1.2,2018,Petrol,"62,348 kms",1197 CC,First Owner,Manual,6.11 Lakh*
776,Maruti Swift Dzire VDi,2011,Diesel,"65,000 kms",1248 CC,First Owner,Manual,2.9 Lakh*
777,Audi Q7 2006-2020 45 TDI Quattro Technology,2017,Diesel,"22,000 kms",2967 CC,First Owner,Automatic,58 Lakh*
778,Maruti Ciaz Alpha BSIV,2018,Petrol,"51,000 kms",1462 CC,First Owner,Manual,8.5 Lakh*
779,Maruti SX4 S Cross DDiS 320 Delta,2015,Diesel,"60,428 kms",1598 CC,First Owner,Manual,6.5 Lakh*
780,Maruti Swift Dzire VXI 1.2,2018,Petrol,"62,348 kms",1197 CC,First Owner,Manual,6.11 Lakh*
781,Maruti Swift Dzire VDi,2011,Diesel,"65,000 kms",1248 CC,First Owner,Manual,2.9 Lakh*
782,Honda City 1.5 S MT,2011,Petrol,"78,000 kms",1497 CC,First Owner,Manual,4 Lakh*
783,Renault Duster 85PS Diesel RxS,2019,Diesel,"42,000 kms",1461 CC,First Owner,Manual,8.5 Lakh*
784,Toyota Innova Crysta 2016-2020 2.4 ZX AT,2017,Diesel,"96,000 kms",2393 CC,First Owner,Automatic,18.5 Lakh*
785,Hyundai Creta 1.6 VTVT SX Plus,2018,Petrol,"27,000 kms",1591 CC,First Owner,Manual,11.5 Lakh*
786,Maruti SX4 S Cross DDiS 200 Alpha,2017,Diesel,"65,000 kms",1248 CC,First Owner,Manual,7.75 Lakh*
787,Hyundai Venue SX Opt Turbo BSIV,2019,Petrol,"31,492 kms",998 CC,First Owner,Manual,9.7 Lakh*
788,Honda WR-V i-DTEC VX,2017,Diesel,"85,000 kms",1498 CC,First Owner,Manual,7.9 Lakh*
789,BMW 3 Series 320d Luxury Line,2020,Diesel,"12,000 kms",1995 CC,First Owner,Automatic,39 Lakh*
790,Honda Civic 1.8 S MT,2009,Petrol,"51,000 kms",1799 CC,First Owner,Manual,3 Lakh*
791,Honda Jazz 1.2 V i VTEC,2017,Petrol,"27,000 kms",1199 CC,First Owner,Manual,6.5 Lakh*
792,Hyundai Aura SX option Diesel,2020,Diesel,"10,000 kms",1186 CC,First Owner,Manual,7.9 Lakh*
793,Volkswagen Vento 1.5 TDI Highline AT,2017,Diesel,"55,000 kms",1498 CC,First Owner,Automatic,7 Lakh*
794,Mahindra TUV 300 T8,2018,Diesel,"66,000 kms",1493 CC,First Owner,Manual,7 Lakh*
795,Hyundai Creta 1.6 VTVT AT SX Plus,2018,Petrol,"28,000 kms",1591 CC,First Owner,Automatic,11.25 Lakh*
796,Maruti Estilo LXI,2010,Petrol,"64,000 kms",1061 CC,First Owner,Manual,1.85 Lakh*
797,Audi A4 2.0 TDI,2011,Diesel,"1,47,000 kms",1968 CC,First Owner,Automatic,9.45 Lakh*
798,Ford Figo Diesel Titanium,2014,Diesel,"55,632 kms",1399 CC,First Owner,Manual,2.7 Lakh*
799,Hyundai i10 Era,2011,Petrol,"76,385 kms",1086 CC,First Owner,Manual,2.75 Lakh*
800,Chevrolet Enjoy TCDi LS 7 Seater,2013,Diesel,"85,693 kms",1248 CC,First Owner,Manual,3.49 Lakh*
801,Toyota Innova 2.5 G4 Diesel 8-seater,2009,Diesel,"76,000 kms",2494 CC,Third Owner,Manual,4 Lakh*
802,Hyundai Creta 1.6 CRDi SX Plus,2018,Diesel,"54,000 kms",1582 CC,First Owner,Manual,12.5 Lakh*
803,Volkswagen Tiguan 2.0 TDI Highline,2017,Diesel,"1,01,000 kms",1968 CC,First Owner,Automatic,21.5 Lakh*
804,Nissan Micra Diesel XV,2011,Diesel,"67,000 kms",1461 CC,Second Owner,Manual,2.25 Lakh*
805,Ford Endeavour 3.2 Titanium AT 4X4,2016,Diesel,"63,000 kms",3198 CC,First Owner,Automatic,24.5 Lakh*
806,Maruti Swift Dzire VDI,2019,Diesel,"55,000 kms",1248 CC,First Owner,Manual,7.25 Lakh*
807,Hyundai i10 Magna,2012,Petrol,"85,000 kms",1197 CC,Second Owner,Manual,2.7 Lakh*
808,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2015,Diesel,"55,000 kms",2494 CC,First Owner,Manual,10 Lakh*
809,Hyundai EON D Lite Plus,2015,Petrol,"35,400 kms",814 CC,First Owner,Manual,2.75 Lakh*
810,Mahindra Quanto C2,2012,Diesel,"51,000 kms",1493 CC,First Owner,Manual,3.39 Lakh*
811,Mahindra XUV500 W6 2WD,2016,Diesel,"1,09,000 kms",2179 CC,First Owner,Manual,8.51 Lakh*
812,Toyota Fortuner 2016-2021 2.8 2WD MT,2017,Diesel,"58,000 kms",2755 CC,First Owner,Manual,26.4 Lakh*
813,Volkswagen Ameo 1.5 TDI Comfortline,2017,Diesel,"29,000 kms",1498 CC,First Owner,Manual,6 Lakh*
814,Mercedes-Benz M-Class ML 250 CDI,2015,Diesel,"60,000 kms",2143 CC,First Owner,Automatic,30 Lakh*
815,Honda City i VTEC CVT VX,2016,Petrol,"37,000 kms",1497 CC,First Owner,Automatic,8.9 Lakh*
816,BMW X3 xDrive 20d Luxury Line,2019,Diesel,"18,000 kms",1995 CC,First Owner,Automatic,54 Lakh*
817,Mercedes-Benz GL-Class 300 4MATIC Sport,2018,Petrol,"15,000 kms",1991 CC,First Owner,Automatic,45 Lakh*
818,Audi A4 2.0 TDI 177 Bhp Technology Edition,2015,Diesel,"47,000 kms",1968 CC,First Owner,Automatic,18.5 Lakh*
819,Maruti Swift Dzire VDI,2019,Diesel,"58,000 kms",1248 CC,First Owner,Manual,6.9 Lakh*
820,Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,Diesel,"52,000 kms",1396 CC,First Owner,Manual,5.75 Lakh*
821,Mahindra XUV500 W7 BSIV,2019,Diesel,"40,000 kms",2179 CC,First Owner,Manual,12.75 Lakh*
822,Nissan Terrano XL,2014,Petrol,"55,000 kms",1598 CC,First Owner,Manual,4.75 Lakh*
823,Toyota Etios G Safety,2012,Petrol,"86,000 kms",1496 CC,First Owner,Manual,3.5 Lakh*
824,Hyundai Creta 1.6 SX Automatic Diesel,2018,Diesel,"81,800 kms",1582 CC,First Owner,Automatic,13.25 Lakh*
825,Ford Figo 1.5D Titanium MT,2017,Diesel,"19,000 kms",1498 CC,First Owner,Manual,5.9 Lakh*
826,Maruti Ciaz Alpha 1.5,2019,Diesel,"31,001 kms",1498 CC,First Owner,Manual,9.25 Lakh*
827,Audi A4 35 TDI Technology,2018,Diesel,"15,000 kms",1968 CC,First Owner,Automatic,31.5 Lakh*
828,Honda Amaze S i-Dtech,2013,Diesel,"80,000 kms",1498 CC,First Owner,Manual,3.69 Lakh*
829,Mercedes-Benz C-Class Progressive C 220d,2018,Diesel,"24,500 kms",1950 CC,First Owner,Automatic,35.5 Lakh*
830,Honda Amaze VX AT i-Vtech,2016,Petrol,"28,000 kms",1198 CC,First Owner,Automatic,6.9 Lakh*
831,Volvo XC60 D4 SUMMUM,2014,Diesel,"1,14,000 kms",1984 CC,First Owner,Automatic,16.51 Lakh*
832,Maruti Swift Dzire LDI,2016,Diesel,"70,000 kms",1248 CC,First Owner,Manual,3.38 Lakh*
833,Hyundai Creta SX Diesel AT,2020,Diesel,"12,000 kms",1493 CC,First Owner,Automatic,18.45 Lakh*
834,Mercedes-Benz A-Class A200 CDI,2015,Diesel,"67,000 kms",2143 CC,Second Owner,Automatic,14.5 Lakh*
835,Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,2020,Diesel,"24,000 kms",2198 CC,First Owner,Automatic,31.5 Lakh*
836,Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,2020,Diesel,"24,000 kms",2198 CC,First Owner,Automatic,31.5 Lakh*
837,Mahindra XUV500 W7,2020,Diesel,"17,700 kms",2179 CC,First Owner,Manual,13.9 Lakh*
838,Hyundai Verna CRDi 1.6 AT SX Plus,2018,Diesel,"80,000 kms",1582 CC,First Owner,Automatic,10.5 Lakh*
839,Volkswagen Vento 1.0 TSI Highline Plus AT,2020,Petrol,"27,000 kms",999 CC,First Owner,Automatic,11.75 Lakh*
840,Hyundai Creta 1.4 E Plus,2017,Diesel,"50,000 kms",1396 CC,First Owner,Manual,8.75 Lakh*
841,Volkswagen Polo GT TSI,2015,Petrol,"40,000 kms",1197 CC,First Owner,Automatic,6.5 Lakh*
842,Toyota Platinum Etios 1.4 GD,2018,Diesel,"48,000 kms",1364 CC,First Owner,Manual,6.51 Lakh*
843,Maruti Vitara Brezza VDi,2018,Diesel,"52,793 kms",1248 CC,First Owner,Manual,7.7 Lakh*
844,BMW 5 Series 520d Luxury Line,2013,Diesel,"89,000 kms",1995 CC,Second Owner,Automatic,17.9 Lakh*
845,Renault Pulse RxL,2013,Diesel,"21,764 kms",1461 CC,First Owner,Manual,3.5 Lakh*
846,Volkswagen Vento Diesel Trendline,2012,Diesel,"63,940 kms",1598 CC,Second Owner,Manual,3.51 Lakh*
847,Toyota Fortuner 2016-2021 2.8 4WD MT,2017,Diesel,"84,000 kms",2755 CC,First Owner,Manual,27.5 Lakh*
848,Jaguar XE 2016-2019 2.0L Diesel Prestige,2019,Diesel,"20,000 kms",1999 CC,First Owner,Automatic,32.5 Lakh*
849,Mahindra XUV500 W8 2WD,2012,Diesel,"83,000 kms",2179 CC,First Owner,Manual,5.9 Lakh*
850,Honda City i VTEC VX Option,2017,Petrol,"15,372 kms",1497 CC,First Owner,Manual,9.5 Lakh*
851,Audi A3 cabriolet 40 TFSI Premium Plus,2015,Petrol,"10,600 kms",1798 CC,First Owner,Automatic,38.5 Lakh*
852,Honda Amaze 2016-2021 V CVT Diesel,2018,Diesel,"39,000 kms",1498 CC,First Owner,Automatic,7.75 Lakh*
853,Hyundai Verna 1.6 SX CRDi (O),2013,Diesel,"70,000 kms",1582 CC,Second Owner,Manual,4.51 Lakh*
854,Honda Amaze 2016-2021 S i-DTEC,2018,Diesel,"19,951 kms",1498 CC,First Owner,Manual,7.5 Lakh*
855,Tata Hexa XM,2018,Diesel,"76,000 kms",2179 CC,First Owner,Manual,9.75 Lakh*
856,Tata Hexa XM,2018,Diesel,"76,000 kms",2179 CC,First Owner,Manual,9.75 Lakh*
857,Maruti Wagon R LXI,2017,Petrol,"55,000 kms",998 CC,First Owner,Manual,3.4 Lakh*
858,Hyundai EON Magna,2012,Petrol,"79,500 kms",814 CC,Second Owner,Manual,2.28 Lakh*
859,Maruti Ertiga SHVS VDI,2016,Diesel,"69,000 kms",1248 CC,First Owner,Manual,6.91 Lakh*
860,Renault Triber RXZ BSIV,2020,Petrol,"9,331 kms",999 CC,Test Drive Car,Manual,6.5 Lakh*
861,Mercedes-Benz C-Class Progressive C 220d,2018,Diesel,"24,500 kms",1950 CC,First Owner,Automatic,35.5 Lakh*
862,Maruti Ciaz VDi Plus,2015,Diesel,"65,243 kms",1248 CC,First Owner,Manual,5.25 Lakh*
863,Honda Amaze 2016-2021 S i-DTEC,2018,Diesel,"19,951 kms",1498 CC,First Owner,Manual,7.5 Lakh*
864,Audi A4 35 TDI Technology,2018,Diesel,"15,000 kms",1968 CC,First Owner,Automatic,31.5 Lakh*
865,Toyota Fortuner 2016-2021 TRD AT,2018,Diesel,"35,000 kms",2755 CC,First Owner,Automatic,29.94 Lakh*
866,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,Diesel,"83,000 kms",2494 CC,First Owner,Manual,5.7 Lakh*
867,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2012,Diesel,"72,369 kms",1248 CC,Second Owner,Manual,"94,000*"
868,Maruti Baleno Delta 1.3,2016,Diesel,"83,000 kms",1248 CC,First Owner,Manual,5.39 Lakh*
869,Audi Q7 2006-2020 4.2 TDI Quattro Technology,2010,Diesel,"68,000 kms",4134 CC,First Owner,Automatic,13.74 Lakh*
870,Honda City i DTEC V,2016,Diesel,"65,000 kms",1498 CC,First Owner,Manual,6.45 Lakh*
871,Hyundai Grand i10 AT Sportz,2014,Petrol,"68,000 kms",1197 CC,First Owner,Automatic,4.79 Lakh*
872,Audi A4 2.0 TDI Multitronic,2014,Diesel,"76,000 kms",1968 CC,First Owner,Automatic,14.49 Lakh*
873,Tata Nexon 1.5 Revotorq XZ Plus,2019,Diesel,"60,833 kms",1497 CC,First Owner,Manual,7.81 Lakh*
874,Maruti Swift VDI BSIV,2014,Diesel,"72,558 kms",1248 CC,Second Owner,Manual,3.82 Lakh*
875,Audi Q3 2.0 TDI,2014,Diesel,"1,18,419 kms",1968 CC,Second Owner,Automatic,11 Lakh*
876,Maruti Wagon R LXI,2017,Petrol,"55,000 kms",998 CC,First Owner,Manual,3.4 Lakh*
877,Hyundai EON Magna,2012,Petrol,"79,500 kms",814 CC,Second Owner,Manual,2.28 Lakh*
878,Maruti Ertiga SHVS VDI,2016,Diesel,"69,000 kms",1248 CC,First Owner,Manual,6.91 Lakh*
879,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,Diesel,"83,000 kms",2494 CC,First Owner,Manual,5.7 Lakh*
880,Honda City i DTEC V,2016,Diesel,"65,000 kms",1498 CC,First Owner,Manual,6.45 Lakh*
881,Hyundai Xcent 1.1 CRDi S,2017,Diesel,"64,000 kms",1120 CC,First Owner,Manual,5.34 Lakh*
882,Renault Triber RXZ BSIV,2020,Petrol,"9,331 kms",999 CC,Test Drive Car,Manual,6.5 Lakh*
883,Toyota Fortuner 2016-2021 TRD AT,2018,Diesel,"35,000 kms",2755 CC,First Owner,Automatic,29.94 Lakh*
884,Maruti Baleno Delta 1.3,2016,Diesel,"83,000 kms",1248 CC,First Owner,Manual,5.39 Lakh*
885,Tata Nexon 1.5 Revotorq XZ Plus,2019,Diesel,"60,833 kms",1497 CC,First Owner,Manual,7.81 Lakh*
886,Audi A4 2.0 TDI Multitronic,2014,Diesel,"76,000 kms",1968 CC,First Owner,Automatic,14.49 Lakh*
887,Toyota Innova 2.5 VX 7 STR,2012,Diesel,"1,30,000 kms",2494 CC,First Owner,Manual,7.35 Lakh*
888,Maruti Ciaz 1.3 Delta,2017,Diesel,"70,000 kms",1248 CC,First Owner,Manual,6.75 Lakh*
889,Audi Q3 S Edition,2014,Diesel,"35,000 kms",1968 CC,Second Owner,Manual,16.9 Lakh*
890,Mahindra Ssangyong Rexton RX7,2016,Diesel,"43,000 kms",2696 CC,First Owner,Automatic,9 Lakh*
891,BMW 5 Series 520d,2008,Diesel,"89,000 kms",1995 CC,Third Owner,Automatic,11.5 Lakh*
892,Audi Q3 2.0 TDI Quattro Premium Plus,2014,Diesel,"87,000 kms",1968 CC,First Owner,Automatic,15.9 Lakh*
893,Honda Amaze S i-Dtech,2013,Diesel,"61,000 kms",1498 CC,Second Owner,Manual,3.51 Lakh*
894,Honda Brio S MT,2013,Petrol,"48,000 kms",1198 CC,First Owner,Manual,3.5 Lakh*
895,Maruti Ciaz VDi Plus SHVS,2015,Diesel,"54,000 kms",1248 CC,First Owner,Manual,5.25 Lakh*
896,Hyundai Verna CRDi 1.6 SX,2017,Diesel,"54,000 kms",1582 CC,First Owner,Manual,7 Lakh*
897,Honda Brio V MT,2013,Petrol,"45,000 kms",1198 CC,First Owner,Manual,3.35 Lakh*
898,Maruti Ciaz ZDi Plus SHVS,2017,Diesel,"60,001 kms",1248 CC,First Owner,Manual,6.5 Lakh*
899,Maruti Wagon R VXI,2014,Petrol,"61,300 kms",998 CC,First Owner,Manual,3.4 Lakh*
900,BMW 3 Series 320d Luxury Line,2016,Diesel,"45,000 kms",1995 CC,Second Owner,Automatic,16.9 Lakh*
901,Hyundai Verna Transform SX VGT CRDi,2010,Diesel,"75,000 kms",1493 CC,First Owner,Manual,2.9 Lakh*
902,Toyota Innova Crysta 2016-2020 2.4 ZX MT,2017,Diesel,"60,000 kms",2393 CC,First Owner,Manual,17.5 Lakh*
903,Maruti Ciaz ZDi Plus,2016,Diesel,"76,001 kms",1248 CC,First Owner,Manual,7.15 Lakh*
904,Hyundai Verna 1.6 CRDi SX,2016,Diesel,"58,000 kms",1582 CC,First Owner,Manual,6.51 Lakh*
905,Honda Jazz V CVT,2017,Petrol,"55,000 kms",1199 CC,First Owner,Automatic,6.61 Lakh*
906,Mahindra Ssangyong Rexton RX7,2013,Diesel,"1,00,000 kms",2696 CC,Second Owner,Automatic,8 Lakh*
907,Mercedes-Benz B Class B180 Sports,2013,Petrol,"57,000 kms",1595 CC,Second Owner,Automatic,12.9 Lakh*
908,Hyundai Sonata 2.4 GDi MT,2012,Petrol,"74,000 kms",2359 CC,Second Owner,Manual,6.5 Lakh*
909,Mahindra Ssangyong Rexton RX7,2015,Diesel,"16,129 kms",2696 CC,First Owner,Automatic,12 Lakh*
910,Maruti Vitara Brezza VDi Option,2018,Diesel,"89,000 kms",1248 CC,First Owner,Manual,7.65 Lakh*
911,Honda Amaze S i-Dtech,2015,Diesel,"61,000 kms",1498 CC,First Owner,Manual,4.4 Lakh*
